"","lon","lat","HDS_richness","mean_QDS_turnover","mean_QDS_richness","Elevation","MAP","PDQ","Surface.T","NDVI","CEC","Clay","Soil.C","pH","rough_Elevation","rough_MAP","rough_PDQ","rough_Surface.T","rough_NDVI","rough_CEC","rough_Clay","rough_Soil.C","rough_pH"
"64",20.7,-32.9,1215,0.838202486350313,453.5,1038.19990066404,196.923891031477,34.4444729739141,301.16525462963,20933398.3932462,14.6875627422333,21.011794757843,44.1421397972107,67.2244181442261,70.4403120472115,12.2854480086433,2.24171760314727,0.594142943597189,1519205.86722338,0.853607867558797,0.749455038706462,4.21342792934842,0.813964093526205
"65",21.2,-32.9,1004,0.964917864503695,302.75,995.701854431924,199.014604102241,36.2145738695395,301.642693211788,15398450.4357298,13.9781874271861,21.1338784401877,44.7239739602072,68.1736146358022,71.9494938641815,12.0876276648226,3.34144584029715,0.831258621961887,1088220.18624157,0.639968561090423,0.626701736729047,7.47986449377346,0.777413516786895
"67",22.2,-32.9,1335,0.931732654923501,428,758.383087577666,169.383008526821,31.7801896706158,304.571819652698,14894375.400487,13.4287405014038,24.2672866372501,36.2280422659481,69.6501592748305,50.8567599255375,10.3976284044414,2.86379219304452,0.645096642723904,1238034.13258455,0.974856516326509,0.644925917920167,4.96856717653746,0.762188126059139
"68",22.7,-32.9,596,0.977922381550411,167.25,935.789097819186,205.821371700146,32.4726372621678,303.600048293391,13451010.4393609,12.6477794647217,24.6712678909302,30.3090304692586,70.6339235941569,29.733474644884,2.55907305533013,1.84657772552618,0.307815338223771,926007.818173543,0.544459534132922,0.451977750107094,4.55290098240767,0.475170335820112
"69",23.2,-32.9,586,0.92519201628599,183.25,843.019121690671,212.857774693479,29.7378761626273,302.951713753602,16021901.486401,11.2879028935586,25.7918749163228,25.7028957182361,70.1361969978579,28.7938661214454,10.3901219886433,2.22411646262225,0.656105759099737,1051992.97412113,0.882841740421191,0.589618715065538,8.09594948332064,0.653833226381176
"70",23.7,-32.9,232,0.963060428849903,61.25,853.965755706326,317.552067494532,43.6382153849853,299.537926843252,26188357.4131407,13.6272820673491,25.9363908265766,44.3105323942084,65.0126819610596,71.989548583508,41.7962639858981,5.98380151561328,1.4732161272485,3628742.22977442,1.0170644242164,0.847013255388615,10.8284052929583,1.93678601558943
"71",24.2,-32.9,240,0.956875160146188,87.3333333333333,781.487794549041,304.905380650571,36.2629180149725,300.85807619539,26636027.6917786,13.5715760180825,28.7599676031815,46.0049359171014,65.2966139943976,59.6552982891507,43.1236965606131,4.17204945471131,1.29930781770148,3977006.12199065,0.679518870024653,0.772444583300062,9.78409607850619,1.99631331729809
"77",18.2,-33.4,1236,0.873665622543437,447.25,72.4391753178791,388.244576581319,33.4163955543224,298.850918502706,42940106.5688331,14.7503136941942,14.197869071268,70.3139969777253,37.3368945796554,27.0272681875849,38.708366135473,6.226590036723,0.902468840010119,2655353.65144763,1.92795592860442,3.53374176443215,7.16299091967197,7.21077029686742
"78",18.7,-33.4,3029,0.71424354072772,1345.5,150.478375879979,461.59254840427,35.0055371084872,301.277726470588,41584905.3376906,10.4573163509369,21.7318139076233,48.2468824005127,59.7519078826904,36.2922451112244,17.7125842256899,1.77322527991401,0.430164639312516,1482421.16618246,1.08585004170736,1.07669799910651,4.59959747314453,0.699385685390897
"79",19.2,-33.4,3040,0.712178383939485,1370.5,539.3917259283,553.051078041924,52.7492660095921,297.238833061002,42870530.2015251,15.1918255710602,23.7807931900024,73.0417015075684,57.747854385376,169.544017085055,59.0222087436252,4.29282877223946,1.43719805737109,3908529.50254158,1.33834902975294,1.39226943122016,11.9603626039293,1.79357448154026
"80",19.7,-33.4,1407,0.864236787303941,498,982.604083057595,353.240194218953,40.6864362205435,297.626898093682,28856648.093682,15.6628047084808,23.6706786727905,67.0643501853943,62.0207759475708,155.517122659759,39.9456217645716,2.53181627970797,1.34323099733721,3302158.67223422,1.01866245375739,0.86632393942939,8.53994053522746,1.59085586971707
"81",20.2,-33.4,653,0.886457043936862,215,908.649453631802,257.332654177348,41.4569403753624,299.197678267974,23194374.4553377,13.7158716201782,22.3146214866638,46.0417863273621,66.2982976531982,69.4832517721151,16.7631326642448,1.8567460490172,1.10438794480755,1741143.47010406,0.897622472974989,0.885825682746039,7.92323978424072,1.64713091956245
"82",20.7,-33.4,1893,0.848727900750127,685.5,812.21349691687,245.739523474375,44.8727855650834,299.769493845316,21260643.2461874,13.3375164794922,23.9351545715332,47.1061658287048,66.4714793777466,85.430196604101,26.9983837167716,3.23588154003218,1.38510885378843,2190590.3806584,1.10645387119717,0.899894019232856,8.68873174455431,1.78835368262397
"83",21.2,-33.4,1893,0.848727900750127,685.5,780.275949477247,290.465269904667,53.0500708519965,299.149107625272,26053927.8867102,13.9095024871826,25.1985008811951,60.3327198028564,64.0700944900513,122.838076237941,34.1740398849676,3.92691352370961,1.69875222101186,3289598.04829335,1.39810641182793,0.947016690572103,11.3273215230306,1.90238452487522
"84",21.7,-33.4,906,0.921890759851809,284.75,647.527519899786,290.961354598999,51.070357937897,299.828868191721,29749358.251634,13.9940554618835,25.0723062896729,59.0039386558533,63.4670840835571,134.917715492229,39.1543691100603,5.03249222143565,1.63541906923263,3725996.919632,1.31960447099474,0.788060029347738,10.0825095452203,1.77783077663845
"85",22.2,-33.4,1335,0.931732654923501,428,753.607860877868,313.487774467468,57.4291409199124,298.977803159041,34811282.4618736,14.3727728271484,26.4954137229919,60.3998248672485,61.8155383682251,126.662553902139,34.9652507958589,6.15673042731043,1.41960996126846,3644830.66448797,1.16460300339593,0.925846449534098,9.43716909620497,1.70690610673693
"86",22.7,-33.4,596,0.977922381550411,167.25,863.164825890117,334.308750822279,67.3973114313037,299.627562091503,27519359.9400872,14.2951014614105,26.2888708686829,55.2367049407959,63.5493887710571,123.769621299834,32.2523409770447,6.74063817394746,1.5856456003389,2954827.16351968,0.904939215977987,0.803811403910319,9.53141982820299,1.59866468217638
"87",23.2,-33.4,586,0.92519201628599,183.25,871.054549766488,351.557994478014,61.8104184442096,299.472096023965,24705255.0108932,13.5820726585388,27.21273229599,51.2921698760986,64.3647992706299,76.1631678911351,38.4843660794953,9.28952631803942,1.25081243040426,3134574.30706846,0.957927912606134,0.903334223429362,10.1316386053297,1.79859135097927
"88",23.7,-33.4,1379,0.818724619837234,531.75,932.309224992118,399.546156099108,57.8060055377086,298.319531535948,29287295.1797386,14.1964182567596,27.7540982818604,56.6995498466492,62.1444287872314,89.6323102435533,41.9234684593295,6.88171078405998,1.13789819656257,2602549.63386585,0.864872432284885,0.7401913134257,8.76333665423923,1.5651871448093
"89",24.2,-33.4,1050,0.832598134261948,385.25,642.929231021055,343.38247145123,44.2426045706206,300.080885130719,31002517.3474945,12.9128667640686,29.1752047157288,51.9469511032105,62.9175980377197,77.6349061899178,46.6232910555549,5.28086730906927,1.2436308791109,3650336.52663216,0.716573153280077,1.04107865064863,8.01472065146007,1.58057096647838
"90",24.7,-33.4,916,0.867167745572811,317.75,579.065527242794,362.847689683702,50.5510129761365,299.853768954248,35509215.4411764,13.1248261642456,30.4792582702637,59.4106282043457,61.5326843643188,79.5204841774616,36.3990474310123,4.8255415586298,1.15968849249577,4759250.75701567,0.897212754658291,0.927682668027424,10.0972259958964,1.7271482064232
"91",25.2,-33.4,1568,0.775050875754464,643.75,422.686848880283,383.399171589951,58.9840095087334,299.35931123395,46134810.9326472,14.6904524742289,31.8226528573543,69.9998490759667,58.7466423359323,79.296521556238,36.7571102047782,5.28502564669024,1.33819366670033,5397196.57483092,0.699849576351813,1.46992407453821,7.07868741412938,1.82734119147314
"92",25.7,-33.4,18,0.972916666666667,5,454.144396167653,403.109774581129,63.0725420973078,298.175354549227,53175377.2002628,14.1811770181807,31.8322373647538,70.5644797673301,56.7238460722424,80.9933232428556,22.6636878326083,3.95089139587728,0.937019907791645,5935033.23213711,0.72201198840748,0.720864319891436,5.39752917735455,1.37405200173976
"93",26.2,-33.4,46,0.992592592592593,15.6666666666667,466.310580460815,478.709855120623,75.2978015027223,298.134819554084,52774318.8891718,13.7134241005043,32.0166814482057,76.1040142108868,55.3573394379058,56.7619620070288,21.8681484967366,3.70928824191956,0.493339566578592,4080369.86023357,0.481732883243997,0.621561638396245,3.17304595966139,1.0992016030105
"94",26.7,-33.4,46,0.992592592592593,15.6666666666667,382.625256044705,564.978234760345,85.1238932527956,298.29757300386,56401244.5055994,13.2361327723453,32.423587899459,77.9643201326069,53.7368900232148,69.1818658086246,18.6254782087108,2.82980106285212,0.593101910056853,3677656.52741215,0.720905293869926,0.629960587893778,2.43251585624438,1.22360718909561
"96",18.2,-33.9,706,0.940509915014164,374,138.343692359103,512.449681450801,42.5881561936108,293.909042797254,48165328.8040363,24.7578454451127,8.68723820285364,112.774985573509,18.0241678056843,83.4287676355483,116.69904408429,12.742359864777,1.33279904819671,5471032.47873192,5.09657220059487,4.91489770385289,12.349938631677,10.3400866267558
"97",18.7,-33.9,706,0.940509915014164,374,123.906722703519,581.220789856381,48.5668620800672,298.871001355982,44084104.9764935,15.883584985733,23.1289304608107,72.7401058578491,50.5592928242683,54.1806010269214,36.3810089843403,4.48334863674784,0.902449499636532,3778206.00026058,1.14020744217767,2.76823137621085,6.48104483861772,4.88680106931262
"98",19.2,-33.9,2898,0.646709295498177,1452,587.522930995347,644.541742875841,62.5399671662928,295.527470751634,45961730.1742921,15.7637518405914,27.2217978954315,92.6495943069458,54.6085442352295,168.872993777449,41.2006697732431,3.06966440001089,1.30769370007262,4682356.19704653,1.02119548267788,1.31522867308723,10.3056387201945,1.8635258907742
