region,rank,richness,avg_QDS_richness,avg_QDS_turnover,threeQDS_cell_no,Elevation,MAP,PDQ,Surface_T,NDVI,CEC,Clay,Soil_C,pH,roughness_Elevation,roughness_MAP,roughness_PDQ,roughness_Surface_T,roughness_NDVI,roughness_CEC,roughness_Clay,roughness_Soil_C,roughness_pH,rank,richness,avg_QDS_richness,avg_QDS_turnover,threeQDS_cell_no,Elevation,MAP,PDQ,Surface_T,NDVI,CEC,Clay,Soil_C,pH,roughness_Elevation,roughness_MAP,roughness_PDQ,roughness_Surface_T,roughness_NDVI,roughness_CEC,roughness_Clay,roughness_Soil_C,roughness_pH,rank,richness,avg_QDS_richness,avg_QDS_turnover,threeQDS_cell_no,Elevation,MAP,PDQ,Surface_T,NDVI,CEC,Clay,Soil_C,pH,roughness_Elevation,roughness_MAP,roughness_PDQ,roughness_Surface_T,roughness_NDVI,roughness_CEC,roughness_Clay,roughness_Soil_C,roughness_pH
GCFR,species,1000,347.55555555555554,0.9103190031233814,cell_126,846.52315939818,206.61738863410102,25.537696901678263,303.5020678598531,19571369.98831189,13.096820816433503,21.611150569642756,48.748250924744774,67.93283655960062,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,340,347.55555555555554,0.7206913950555808,cell_126,846.52315939818,206.61738863410102,25.537696901678263,303.5020678598531,19571369.98831189,13.096820816433503,21.611150569642756,48.748250924744774,67.93283655960062,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,83,347.55555555555554,0.556020162295748,cell_126,846.52315939818,206.61738863410102,25.537696901678263,303.5020678598531,19571369.98831189,13.096820816433503,21.611150569642756,48.748250924744774,67.93283655960062,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1498,686.7142857142857,0.883029446202339,cell_144,168.61822259512854,314.34582077025357,27.00597409104941,301.0594238509975,33631529.334317215,10.197104633207218,19.468422173040885,48.87991867773074,60.323250599629525,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,435,686.7142857142857,0.6744789038011658,cell_144,168.61822259512854,314.34582077025357,27.00597409104941,301.0594238509975,33631529.334317215,10.197104633207218,19.468422173040885,48.87991867773074,60.323250599629525,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,96,686.7142857142857,0.47517539721393093,cell_144,168.61822259512854,314.34582077025357,27.00597409104941,301.0594238509975,33631529.334317215,10.197104633207218,19.468422173040885,48.87991867773074,60.323250599629525,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,2805,1967,0.8211555134252074,cell_145,535.8031338547362,327.5418941623332,29.156437624914503,301.0961987353402,29896229.190248247,12.110293374924009,20.681692062753378,56.05899517324406,63.585349671794006,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,563,1967,0.5488414310225265,cell_145,535.8031338547362,327.5418941623332,29.156437624914503,301.0961987353402,29896229.190248247,12.110293374924009,20.681692062753378,56.05899517324406,63.585349671794006,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,120,1967,0.40189830324157705,cell_145,535.8031338547362,327.5418941623332,29.156437624914503,301.0961987353402,29896229.190248247,12.110293374924009,20.681692062753378,56.05899517324406,63.585349671794006,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1294,416.1111111111111,0.9218494343576288,cell_146,796.0074592646396,225.93862896262692,24.290229291696733,302.7140861983845,20076996.73251117,12.478494204054131,20.05291549719651,48.15913209519427,67.43420130985409,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,395,416.1111111111111,0.7775283781283026,cell_146,796.0074592646396,225.93862896262692,24.290229291696733,302.7140861983845,20076996.73251117,12.478494204054131,20.05291549719651,48.15913209519427,67.43420130985409,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,84,416.1111111111111,0.5624246539935147,cell_146,796.0074592646396,225.93862896262692,24.290229291696733,302.7140861983845,20076996.73251117,12.478494204054131,20.05291549719651,48.15913209519427,67.43420130985409,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,639,198.77777777777777,0.9208120192872126,cell_147,1112.8604779915738,213.00077820097493,34.7361709971046,301.5225295833821,20518977.892512225,14.3406606767916,21.2772877976533,45.82577502195959,66.52073357799392,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,240,198.77777777777777,0.7633317133682365,cell_147,1112.8604779915738,213.00077820097493,34.7361709971046,301.5225295833821,20518977.892512225,14.3406606767916,21.2772877976533,45.82577502195959,66.52073357799392,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,57,198.77777777777777,0.5635765018419779,cell_147,1112.8604779915738,213.00077820097493,34.7361709971046,301.5225295833821,20518977.892512225,14.3406606767916,21.2772877976533,45.82577502195959,66.52073357799392,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1766,1408.5,0.8074182744770043,cell_164,139.0226180126449,441.57066856143234,36.54749751252132,300.38980246922677,41504716.846602865,12.017690831324657,21.899415158913612,58.66640518754017,58.33989410264135,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,465,1408.5,0.5596240518601154,cell_164,139.0226180126449,441.57066856143234,36.54749751252132,300.38980246922677,41504716.846602865,12.017690831324657,21.899415158913612,58.66640518754017,58.33989410264135,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,99,1408.5,0.37230060743598153,cell_164,139.0226180126449,441.57066856143234,36.54749751252132,300.38980246922677,41504716.846602865,12.017690831324657,21.899415158913612,58.66640518754017,58.33989410264135,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,3879,3119.222222222222,0.8072901337273044,cell_165,470.2356012012968,480.5060953235748,45.19527874456118,299.06308021146384,39070425.0100515,13.214483294429662,22.85802403219613,61.342216794178555,59.54425582551599,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,723,3119.222222222222,0.5751070472557259,cell_165,470.2356012012968,480.5060953235748,45.19527874456118,299.06308021146384,39070425.0100515,13.214483294429662,22.85802403219613,61.342216794178555,59.54425582551599,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,136,3119.222222222222,0.41306832606998506,cell_165,470.2356012012968,480.5060953235748,45.19527874456118,299.06308021146384,39070425.0100515,13.214483294429662,22.85802403219613,61.342216794178555,59.54425582551599,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,2080,784.7777777777778,0.8874445254779446,cell_166,870.545696258047,319.5239871000271,40.374870005042645,298.6119155282223,28330387.10603648,14.611587721576718,23.3078143493812,59.22328376452257,63.16381175018559,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,496,784.7777777777778,0.6507666649450314,cell_166,870.545696258047,319.5239871000271,40.374870005042645,298.6119155282223,28330387.10603648,14.611587721576718,23.3078143493812,59.22328376452257,63.16381175018559,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,99,784.7777777777778,0.41158241036705456,cell_166,870.545696258047,319.5239871000271,40.374870005042645,298.6119155282223,28330387.10603648,14.611587721576718,23.3078143493812,59.22328376452257,63.16381175018559,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1812,749.6666666666666,0.8774330484944501,cell_167,804.2118336027028,284.27852867849936,51.88560136377992,299.96760713782714,22958536.68636264,13.378868349352686,23.826798863381143,47.9482383864961,66.06310531087546,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,483,749.6666666666666,0.663200357081405,cell_167,804.2118336027028,284.27852867849936,51.88560136377992,299.96760713782714,22958536.68636264,13.378868349352686,23.826798863381143,47.9482383864961,66.06310531087546,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,103,749.6666666666666,0.4486022964276216,cell_167,804.2118336027028,284.27852867849936,51.88560136377992,299.96760713782714,22958536.68636264,13.378868349352686,23.826798863381143,47.9482383864961,66.06310531087546,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1428,1230.75,0.823855577646394,cell_168,723.4016169255906,304.2819526061104,56.54279896222271,299.6670761460938,26912281.01168631,13.627624119978353,25.159694728788242,55.90388625645724,64.1886991155332,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,412,1230.75,0.5950653058334113,cell_168,723.4016169255906,304.2819526061104,56.54279896222271,299.6670761460938,26912281.01168631,13.627624119978353,25.159694728788242,55.90388625645724,64.1886991155332,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,91,1230.75,0.40289358504287254,cell_168,723.4016169255906,304.2819526061104,56.54279896222271,299.6670761460938,26912281.01168631,13.627624119978353,25.159694728788242,55.90388625645724,64.1886991155332,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1765,959.8571428571429,0.8796111455870833,cell_169,757.4075241907426,335.5985222275588,63.46180703077501,299.3270145788338,31171393.807970308,14.078916681862621,26.295053012503708,60.54030795070025,62.4339747359708,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,537,959.8571428571429,0.67200545189465,cell_169,757.4075241907426,335.5985222275588,63.46180703077501,299.3270145788338,31171393.807970308,14.078916681862621,26.295053012503708,60.54030795070025,62.4339747359708,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,117,959.8571428571429,0.4667510941833384,cell_169,757.4075241907426,335.5985222275588,63.46180703077501,299.3270145788338,31171393.807970308,14.078916681862621,26.295053012503708,60.54030795070025,62.4339747359708,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1457,562.875,0.9262733105967604,cell_170,845.1451584650448,396.58210414564087,76.51294437950281,299.5618639507248,27838390.176625617,13.826075328389887,27.116844421643904,55.84124098453056,63.34501122584457,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,446,562.875,0.801030593264797,cell_170,845.1451584650448,396.58210414564087,76.51294437950281,299.5618639507248,27838390.176625617,13.826075328389887,27.116844421643904,55.84124098453056,63.34501122584457,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,109,562.875,0.6278985464158251,cell_170,845.1451584650448,396.58210414564087,76.51294437950281,299.5618639507248,27838390.176625617,13.826075328389887,27.116844421643904,55.84124098453056,63.34501122584457,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1072,416,0.9090761658402696,cell_171,885.5541646712702,443.75111274421397,72.56963687933005,298.4783912886029,30487802.006234005,14.121095559292716,27.795129027914196,60.135599454281106,61.72741576975966,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,368,416,0.7611373073067146,cell_171,885.5541646712702,443.75111274421397,72.56963687933005,298.4783912886029,30487802.006234005,14.121095559292716,27.795129027914196,60.135599454281106,61.72741576975966,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,89,416,0.5222675496446023,cell_171,885.5541646712702,443.75111274421397,72.56963687933005,298.4783912886029,30487802.006234005,14.121095559292716,27.795129027914196,60.135599454281106,61.72741576975966,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1027,440.5,0.9296278899414067,cell_172,628.7146395822954,407.35117617589304,60.513794458918426,299.0994776079847,35613419.40351922,12.996299496674386,29.212020976220405,61.43676530745494,60.93454831179665,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,420,440.5,0.8291153344946093,cell_172,628.7146395822954,407.35117617589304,60.513794458918426,299.0994776079847,35613419.40351922,12.996299496674386,29.212020976220405,61.43676530745494,60.93454831179665,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,109,440.5,0.646372562965105,cell_172,628.7146395822954,407.35117617589304,60.513794458918426,299.0994776079847,35613419.40351922,12.996299496674386,29.212020976220405,61.43676530745494,60.93454831179665,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,2498,7471.5,0.6981585268214572,cell_184,194.08965081558028,596.2494670154191,53.21718123197861,296.2742318272237,47057809.98804115,17.22660392526267,23.87975157226342,91.43614120041114,49.337740431661196,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,681,7471.5,0.5095447870778267,cell_184,194.08965081558028,596.2494670154191,53.21718123197861,296.2742318272237,47057809.98804115,17.22660392526267,23.87975157226342,91.43614120041114,49.337740431661196,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,137,7471.5,0.39416058394160586,cell_184,194.08965081558028,596.2494670154191,53.21718123197861,296.2742318272237,47057809.98804115,17.22660392526267,23.87975157226342,91.43614120041114,49.337740431661196,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,4391,6506.75,0.6985437437567088,cell_185,363.77556192466,577.6149308085897,58.753398489828086,296.74375744106635,46550465.39950861,15.62911241542194,27.53951686782227,83.97093015773666,55.27687475213813,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,851,6506.75,0.4922506266736612,cell_185,363.77556192466,577.6149308085897,58.753398489828086,296.74375744106635,46550465.39950861,15.62911241542194,27.53951686782227,83.97093015773666,55.27687475213813,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,155,6506.75,0.3561008844797369,cell_185,363.77556192466,577.6149308085897,58.753398489828086,296.74375744106635,46550465.39950861,15.62911241542194,27.53951686782227,83.97093015773666,55.27687475213813,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,3159,1592,0.8651094184813399,cell_186,335.347669801502,431.80661308513385,59.520417406125304,298.02765157809966,42802010.61342489,14.403179248132485,28.18758825170267,71.91274564214126,58.8747345559515,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,663,1592,0.6283223628806923,cell_186,335.347669801502,431.80661308513385,59.520417406125304,298.02765157809966,42802010.61342489,14.403179248132485,28.18758825170267,71.91274564214126,58.8747345559515,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,129,1592,0.4436181358219389,cell_186,335.347669801502,431.80661308513385,59.520417406125304,298.02765157809966,42802010.61342489,14.403179248132485,28.18758825170267,71.91274564214126,58.8747345559515,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,3058,1963,0.8461978293425698,cell_187,296.697908943189,440.8397676977866,87.06141878259729,298.6761637086069,42349165.601683445,14.13210389965224,28.802026014050185,69.00549767455178,59.83239430963192,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,680,1963,0.6111226266730199,cell_187,296.697908943189,440.8397676977866,87.06141878259729,298.6761637086069,42349165.601683445,14.13210389965224,28.802026014050185,69.00549767455178,59.83239430963192,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,127,1963,0.42184909505106893,cell_187,296.697908943189,440.8397676977866,87.06141878259729,298.6761637086069,42349165.601683445,14.13210389965224,28.802026014050185,69.00549767455178,59.83239430963192,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,2655,1766.2857142857142,0.8444393080993414,cell_188,287.10785790538705,424.2843328758077,86.66811091056259,298.44242496556296,44431946.32599147,14.10587038514085,29.031440981184723,74.76271164118198,58.05668245024478,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,655,1766.2857142857142,0.6262059342142805,cell_188,287.10785790538705,424.2843328758077,86.66811091056259,298.44242496556296,44431946.32599147,14.10587038514085,29.031440981184723,74.76271164118198,58.05668245024478,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,131,1766.2857142857142,0.43088661860937516,cell_188,287.10785790538705,424.2843328758077,86.66811091056259,298.44242496556296,44431946.32599147,14.10587038514085,29.031440981184723,74.76271164118198,58.05668245024478,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,1961,1573.2,0.8628381803660692,cell_189,368.28999963831774,471.3942129443422,96.22968056696675,297.11830989247244,50877982.15637105,13.589297641152147,28.31780521532832,80.40014220670416,54.9033277278302,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,584,1573.2,0.6685535321642293,cell_189,368.28999963831774,471.3942129443422,96.22968056696675,297.11830989247244,50877982.15637105,13.589297641152147,28.31780521532832,80.40014220670416,54.9033277278302,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,128,1573.2,0.47615587489447153,cell_189,368.28999963831774,471.3942129443422,96.22968056696675,297.11830989247244,50877982.15637105,13.589297641152147,28.31780521532832,80.40014220670416,54.9033277278302,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFR,species,NA,NA,NA,cell_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.55820143940105,99.48160597417304,8.969308646083112,1.7921628179887692,7628481.096572796,1.8027643938640816,1.4925970500699868,5.930468814001906,3.468593381365741,genus,NA,NA,NA,cell_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.55820143940105,99.48160597417304,8.969308646083112,1.7921628179887692,7628481.096572796,1.8027643938640816,1.4925970500699868,5.930468814001906,3.468593381365741,family,NA,NA,NA,cell_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.55820143940105,99.48160597417304,8.969308646083112,1.7921628179887692,7628481.096572796,1.8027643938640816,1.4925970500699868,5.930468814001906,3.468593381365741
GCFR,species,NA,NA,NA,cell_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.5713396342206,11.01526329638758,4.334741482845449,0.5853261540321532,2896016.5379831446,1.7800758605688056,2.3127608207634176,6.834176470763995,1.947282978004756,genus,NA,NA,NA,cell_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.5713396342206,11.01526329638758,4.334741482845449,0.5853261540321532,2896016.5379831446,1.7800758605688056,2.3127608207634176,6.834176470763995,1.947282978004756,family,NA,NA,NA,cell_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.5713396342206,11.01526329638758,4.334741482845449,0.5853261540321532,2896016.5379831446,1.7800758605688056,2.3127608207634176,6.834176470763995,1.947282978004756
SWAFR,species,347,297.75,0.8744377392208332,cell_43,49.331002754484146,243.56456553731437,10.978671560673423,304.4676904161764,27863699.935705915,10.37625279413055,17.07218833368003,46.023485869000865,55.28254326058908,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,201,297.75,0.790661136016152,cell_43,49.331002754484146,243.56456553731437,10.978671560673423,304.4676904161764,27863699.935705915,10.37625279413055,17.07218833368003,46.023485869000865,55.28254326058908,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,71,297.75,0.6137829603700857,cell_43,49.331002754484146,243.56456553731437,10.978671560673423,304.4676904161764,27863699.935705915,10.37625279413055,17.07218833368003,46.023485869000865,55.28254326058908,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAFR,species,1051,946.375,0.8166597436937326,cell_64,168.03023420079774,301.14179156704415,15.321301530257106,304.89033538358024,31703745.2013704,9.104064262962734,21.7222381456463,34.70308229914421,62.64864151240042,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,361,946.375,0.674526328201495,cell_64,168.03023420079774,301.14179156704415,15.321301530257106,304.89033538358024,31703745.2013704,9.104064262962734,21.7222381456463,34.70308229914421,62.64864151240042,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,89,946.375,0.4623080390706683,cell_64,168.03023420079774,301.14179156704415,15.321301530257106,304.89033538358024,31703745.2013704,9.104064262962734,21.7222381456463,34.70308229914421,62.64864151240042,NA,NA,NA,NA,NA,NA,NA,NA,NA
